k,scenario,method,sim_idx,converged,mse,coverage,interval_score,mean_width,hksj_factor,tau2,I2
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,0,True,0.00041494804112715664,100.0,2467.3062679357186,2467.3062679357186,6.836043320307852,7.591807197181251e-07,97.86011523093417
8,Quadratic (Moderate Het),TwoStage_DL_Normal,0,True,0.00041494804112715664,100.0,299.1659676503439,299.1659676503439,1.0,7.591807197181251e-07,97.86011523093417
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,1,True,0.06585912544469263,92.0,333.96697048882567,333.59501467700596,2.65298234717421,9.22073455900074e-08,85.79205459707224
8,Quadratic (Moderate Het),TwoStage_DL_Normal,1,True,0.06585912544469263,89.0,104.99252670515617,104.22673266226894,1.0,9.22073455900074e-08,85.79205459707224
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,2,True,0.012042361767687642,100.0,1217.4861046308338,1217.4861046308338,4.82651053466548,3.910149160538201e-07,95.7072708935172
8,Quadratic (Moderate Het),TwoStage_DL_Normal,2,True,0.012042361767687642,95.0,209.14237015624104,209.085871211276,1.0,3.910149160538201e-07,95.7072708935172
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,3,True,0.058353946733247,100.0,1765.9125683655618,1765.9125683655618,5.790393916883776,5.582611157290141e-07,97.0174771406946
8,Quadratic (Moderate Het),TwoStage_DL_Normal,3,True,0.058353946733247,94.0,252.85050703942284,252.7871653776507,1.0,5.582611157290141e-07,97.0174771406946
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,4,True,1.0153865024005673,100.0,832.2623054180465,832.2623054180465,3.9399009632790487,2.9130736403589577e-07,93.55787140648603
8,Quadratic (Moderate Het),TwoStage_DL_Normal,4,True,1.0153865024005673,94.0,175.16484490825104,175.09302743743055,1.0,2.9130736403589577e-07,93.55787140648603
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,5,True,0.007065874151836402,100.0,1259.903477119592,1259.903477119592,5.151262755335792,3.573704166804609e-07,96.23146464367439
8,Quadratic (Moderate Het),TwoStage_DL_Normal,5,True,0.007065874151836402,100.0,202.72975874731014,202.72975874731014,1.0,3.573704166804609e-07,96.23146464367439
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,6,True,0.005431167047204222,100.0,637.4466876992819,637.4466876992819,3.4228342002521908,2.0307531845113742e-07,91.46451360268051
8,Quadratic (Moderate Het),TwoStage_DL_Normal,6,True,0.005431167047204222,93.0,154.50938698655284,154.36610213549213,1.0,2.0307531845113742e-07,91.46451360268051
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,7,True,0.06571730954634579,100.0,2454.990294198492,2454.990294198492,6.468435019796104,9.567046251274632e-07,97.60997986017804
8,Quadratic (Moderate Het),TwoStage_DL_Normal,7,True,0.06571730954634579,95.0,314.6723365572038,314.5896945540081,1.0,9.567046251274632e-07,97.60997986017804
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,8,True,0.0015812667851956605,100.0,384.2342274464964,384.2342274464964,2.885724220060097,1.0706416235541502e-07,87.99145607601606
8,Quadratic (Moderate Het),TwoStage_DL_Normal,8,True,0.0015812667851956605,100.0,110.36596284478438,110.36596284478438,1.0,1.0706416235541502e-07,87.99145607601606
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,9,True,0.7117337403175891,100.0,2138.822326617197,2138.822326617197,6.813825657336486,7.357357863030685e-07,97.84613754718106
8,Quadratic (Moderate Het),TwoStage_DL_Normal,9,True,0.7117337403175891,95.0,260.24901097284595,260.1822251931735,1.0,7.357357863030685e-07,97.84613754718106
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,10,True,0.02152833911374608,100.0,716.1914432751929,716.1914432751929,3.6758121279370934,2.799924614856364e-07,92.59894916321659
8,Quadratic (Moderate Het),TwoStage_DL_Normal,10,True,0.02152833911374608,100.0,161.4989687822312,161.4989687822312,1.0,2.799924614856364e-07,92.59894916321659
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,11,True,0.04368313899327353,100.0,1827.1742167444659,1827.1742167444659,5.706095019416177,6.722621873819395e-07,96.92870168658021
8,Quadratic (Moderate Het),TwoStage_DL_Normal,11,True,0.04368313899327353,95.0,265.49157189570917,265.4207615164485,1.0,6.722621873819395e-07,96.92870168658021
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,12,True,0.0037523116976165916,100.0,858.0699669690817,858.0699669690817,4.323257782125027,2.3374186245612383e-07,94.64970490454193
8,Quadratic (Moderate Het),TwoStage_DL_Normal,12,True,0.0037523116976165916,93.0,164.62698211420718,164.51499995771013,1.0,2.3374186245612383e-07,94.64970490454193
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,13,True,1.0860840749259908,100.0,627.9966133658734,627.9966133658734,3.6118525950528793,2.1248044989527867e-07,92.33450924192155
8,Quadratic (Moderate Het),TwoStage_DL_Normal,13,True,1.0860840749259908,100.0,144.11899197758947,144.11899197758947,1.0,2.1248044989527867e-07,92.33450924192155
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,14,True,0.0053993725114911285,100.0,1824.8020496462186,1824.8020496462186,5.9614181131797315,6.151713945062594e-07,97.18615070018157
8,Quadratic (Moderate Het),TwoStage_DL_Normal,14,True,0.0053993725114911285,95.0,253.77070892561633,253.7231585630976,1.0,6.151713945062594e-07,97.18615070018157
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,15,True,0.09945291103798964,100.0,1260.2911586414957,1260.2911586414957,4.833907214241067,4.0886848868234714e-07,95.72039801715918
8,Quadratic (Moderate Het),TwoStage_DL_Normal,15,True,0.09945291103798964,96.0,216.11153918126058,216.10584408738256,1.0,4.0886848868234714e-07,95.72039801715918
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,16,True,0.0348220929636021,100.0,1260.29857655093,1260.29857655093,5.2473136872989805,3.80895190960163e-07,96.36816637387523
8,Quadratic (Moderate Het),TwoStage_DL_Normal,16,True,0.0348220929636021,94.0,199.19715696370676,199.08124606522307,1.0,3.80895190960163e-07,96.36816637387523
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,17,True,0.0030454983459190167,100.0,1247.1954807735988,1247.1954807735988,4.738958475895455,4.4401785614366127e-07,95.5471897019048
8,Quadratic (Moderate Het),TwoStage_DL_Normal,17,True,0.0030454983459190167,95.0,218.18181779759263,218.14514767173713,1.0,4.4401785614366127e-07,95.5471897019048
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,18,True,0.018799410795707322,100.0,2647.432431250358,2647.432431250358,7.163786949894481,8.468993636901923e-07,98.05143598944989
8,Quadratic (Moderate Het),TwoStage_DL_Normal,18,True,0.018799410795707322,100.0,306.32056553883285,306.32056553883285,1.0,8.468993636901923e-07,98.05143598944989
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,19,True,0.022162189907320645,100.0,1324.1771376285571,1324.1771376285571,5.014793985405741,4.395554029749889e-07,96.02356573580347
8,Quadratic (Moderate Het),TwoStage_DL_Normal,19,True,0.022162189907320645,98.0,218.87153780479824,218.8703442590347,1.0,4.395554029749889e-07,96.02356573580347
8,Quadratic (Moderate Het),TwoStage_DL_HKSJ,20,True,0.009360804462704118,100.0,2450.4541062138524,2450.4541062138524,6.777926544564984,7.473571318123844e-07,97.8232613720244
